trajectory_id,time_step,S,I,R
2,1,64,2,0
2,2,62,3,1
2,3,59,6,1
2,4,53,11,2
2,5,50,14,2
2,6,45,18,3
2,7,39,24,3
2,8,29,31,6
2,9,21,36,9
2,10,18,37,11
2,11,14,37,15
2,12,12,35,19
2,13,9,35,22
2,14,7,34,25
2,15,6,34,26
2,16,4,33,29
2,17,2,31,33
2,18,1,31,34
2,19,1,24,41
2,20,1,17,48
2,21,1,15,50
2,22,1,14,51
2,23,1,10,55
2,24,1,9,56
2,25,1,7,58
2,26,1,6,59
2,27,1,6,59
2,28,1,5,60
2,29,1,4,61
2,30,1,4,61
2,31,1,4,61
2,32,1,3,62
2,33,1,3,62
2,34,1,2,63
2,35,1,2,63
2,36,1,2,63
2,37,1,2,63
2,38,1,1,64
2,39,1,1,64
2,40,1,1,64
2,41,0,2,64
2,42,0,2,64
2,43,0,1,65
2,44,0,1,65
2,45,0,1,65
2,46,0,1,65
2,47,0,1,65
2,48,0,1,65
2,49,0,1,65
2,50,0,1,65
2,51,0,0,66
2,52,0,0,66
2,53,0,0,66
2,54,0,0,66
2,55,0,0,66
2,56,0,0,66
2,57,0,0,66
2,58,0,0,66
2,59,0,0,66
2,60,0,0,66
3,0,52,3,0
3,1,51,4,0
3,2,49,5,1
3,3,47,7,1
3,4,44,10,1
3,5,40,12,3
3,6,38,14,3
3,7,33,18,4
3,8,28,20,7
3,9,22,24,9
3,10,18,25,12
3,11,16,20,19
3,12,12,23,20
3,13,10,25,20
3,14,9,25,21
3,15,7,27,21
3,16,2,30,23
3,17,2,27,26
3,18,2,25,28
3,19,2,24,29
3,20,2,22,31
3,21,2,21,32
3,22,2,21,32
3,23,2,18,35
3,24,2,14,39
3,25,2,14,39
3,26,1,15,39
3,27,1,12,42
3,28,0,13,42
3,29,0,12,43
3,30,0,9,46
3,31,0,8,47
3,32,0,6,49
3,33,0,6,49
3,34,0,5,50
3,35,0,5,50
3,36,0,4,51
3,37,0,4,51
3,38,0,3,52
3,39,0,3,52
3,40,0,3,52
3,41,0,3,52
3,42,0,3,52
3,43,0,3,52
3,44,0,3,52
3,45,0,3,52
3,46,0,2,53
3,47,0,2,53
3,48,0,2,53
3,49,0,2,53
3,50,0,2,53
3,51,0,2,53
3,52,0,2,53
3,53,0,2,53
3,54,0,2,53
3,55,0,2,53
3,56,0,2,53
3,57,0,2,53
3,58,0,2,53
3,59,0,2,53
3,60,0,2,53
4,0,78,3,0
4,1,76,4,1
4,2,75,5,1
4,3,75,5,1
4,4,70,10,1
4,5,66,14,1
4,6,55,23,3
4,7,50,25,6
4,8,45,24,12
4,9,42,25,14
4,10,39,27,15
4,11,32,34,15
4,12,25,39,17
4,13,22,38,21
4,14,20,36,25
4,15,15,38,28
4,16,14,39,28
4,17,11,33,37
4,18,9,31,41
4,19,8,28,45
4,20,7,27,47
4,21,6,24,51
4,22,5,24,52
4,23,5,24,52
4,24,5,23,53
4,25,4,21,56
4,26,2,20,59
4,27,1,18,62
4,28,1,12,68
4,29,1,12,68
4,30,1,11,69
4,31,1,9,71
4,32,1,7,73
4,33,1,7,73
4,34,1,7,73
4,35,1,7,73
4,36,0,7,74
4,37,0,4,77
4,38,0,4,77
4,39,0,3,78
4,40,0,2,79
4,41,0,2,79
4,42,0,2,79
4,43,0,2,79
4,44,0,2,79
4,45,0,2,79
4,46,0,2,79
4,47,0,2,79
4,48,0,2,79
4,49,0,2,79
4,50,0,2,79
4,51,0,2,79
4,52,0,2,79
4,53,0,2,79
4,54,0,2,79
4,55,0,2,79
4,56,0,1,80
4,57,0,1,80
4,58,0,1,80
4,59,0,1,80
4,60,0,1,80
5,0,85,2,0
5,1,84,3,0
5,2,82,5,0
5,3,80,6,1
5,4,74,11,2
5,5,70,14,3
5,6,69,15,3
5,7,63,19,5
5,8,54,27,6
5,9,49,29,9
5,10,42,35,10
5,11,35,40,12
5,12,25,47,15
5,13,19,49,19
5,14,13,51,23
5,15,7,53,27
5,16,6,47,34
5,17,2,49,36
5,18,2,45,40
5,19,1,41,45
5,20,1,39,47
5,21,1,35,51
5,22,0,34,53
5,23,0,31,56
5,24,0,29,58
5,25,0,27,60
5,26,0,23,64
5,27,0,21,66
5,28,0,19,68
5,29,0,16,71
5,30,0,15,72
5,31,0,13,74
5,32,0,10,77
5,33,0,10,77
5,34,0,9,78
5,35,0,8,79
5,36,0,7,80
5,37,0,7,80
5,38,0,6,81
5,39,0,5,82
5,40,0,4,83
5,41,0,4,83
5,42,0,4,83
5,43,0,3,84
5,44,0,3,84
5,45,0,3,84
5,46,0,2,85
5,47,0,2,85
5,48,0,2,85
5,49,0,1,86
5,50,0,1,86
5,51,0,1,86
5,52,0,1,86
5,53,0,1,86
5,54,0,1,86
5,55,0,1,86
5,56,0,1,86
5,57,0,0,87
5,58,0,0,87
5,59,0,0,87
5,60,0,0,87
6,0,93,3,0
6,1,93,3,0
6,2,91,5,0
6,3,90,6,0
6,4,89,7,0
6,5,85,9,2
6,6,82,12,2
6,7,75,18,3
6,8,65,24,7
6,9,58,30,8
6,10,50,35,11
6,11,42,37,17
6,12,35,41,20
6,13,28,41,27
6,14,18,51,27
6,15,15,47,34
6,16,12,49,35
6,17,8,49,39
6,18,6,47,43
6,19,5,38,53
6,20,3,37,56
6,21,3,33,60
6,22,3,30,63
6,23,3,28,65
6,24,3,26,67
6,25,3,23,70
6,26,3,22,71
6,27,2,20,74
6,28,1,21,74
6,29,0,20,76
6,30,0,18,78
6,31,0,16,80
6,32,0,13,83
6,33,0,13,83
6,34,0,11,85
6,35,0,11,85
6,36,0,8,88
6,37,0,8,88
6,38,0,5,91
6,39,0,4,92
6,40,0,4,92
6,41,0,4,92
6,42,0,4,92
6,43,0,2,94
6,44,0,2,94
6,45,0,2,94
6,46,0,2,94
6,47,0,2,94
6,48,0,1,95
6,49,0,1,95
6,50,0,0,96
6,51,0,0,96
6,52,0,0,96
6,53,0,0,96
6,54,0,0,96
6,55,0,0,96
6,56,0,0,96
6,57,0,0,96
6,58,0,0,96
6,59,0,0,96
6,60,0,0,96
7,0,93,1,0
7,1,92,2,0
7,2,91,3,0
7,3,89,5,0
7,4,87,7,0
7,5,86,8,0
7,6,83,10,1
7,7,77,15,2
7,8,73,17,4
7,9,65,25,4
7,10,58,30,6
7,11,50,35,9
7,12,41,38,15
7,13,34,40,20
7,14,28,43,23
7,15,24,43,27
7,16,17,49,28
7,17,15,47,32
7,18,10,49,35
7,19,8,48,38
7,20,2,48,44
7,21,2,44,48
7,22,2,41,51
7,23,1,38,55
7,24,1,34,59
7,25,1,30,63
7,26,1,28,65
7,27,1,25,68
7,28,1,19,74
7,29,1,16,77
7,30,1,15,78
7,31,1,14,79
7,32,1,11,82
7,33,1,9,84
7,34,1,9,84
7,35,1,7,86
7,36,1,7,86
7,37,1,6,87
7,38,1,6,87
7,39,1,5,88
7,40,1,5,88
7,41,1,5,88
7,42,1,5,88
7,43,1,5,88
7,44,1,5,88
7,45,1,5,88
7,46,1,5,88
7,47,1,4,89
7,48,1,3,90
7,49,1,3,90
7,50,1,3,90
7,51,1,1,92
7,52,1,1,92
7,53,1,1,92
7,54,1,1,92
7,55,1,1,92
7,56,1,0,93
7,57,1,0,93
7,58,1,0,93
7,59,1,0,93
7,60,1,0,93
8,0,50,2,0
8,1,48,4,0
8,2,45,7,0
8,3,41,11,0
8,4,35,16,1
8,5,28,23,1
8,6,22,26,4
8,7,19,24,9
8,8,15,26,11
8,9,12,26,14
8,10,10,25,17
8,11,8,22,22
8,12,8,22,22
8,13,8,21,23
8,14,6,21,25
8,15,3,22,27
8,16,3,19,30
8,17,3,17,32
8,18,3,16,33
8,19,2,15,35
8,20,2,14,36
8,21,2,14,36
8,22,2,14,36
8,23,2,12,38
8,24,2,10,40
8,25,1,9,42
8,26,1,9,42
8,27,1,9,42
8,28,1,9,42
8,29,1,9,42
8,30,1,9,42
8,31,1,8,43
8,32,0,9,43
8,33,0,8,44
8,34,0,8,44
8,35,0,7,45
8,36,0,4,48
8,37,0,4,48
8,38,0,4,48
8,39,0,4,48
8,40,0,4,48
8,41,0,4,48
8,42,0,4,48
8,43,0,4,48
8,44,0,4,48
8,45,0,4,48
8,46,0,4,48
8,47,0,4,48
8,48,0,4,48
8,49,0,4,48
8,50,0,4,48
8,51,0,4,48
8,52,0,3,49
8,53,0,3,49
8,54,0,3,49
8,55,0,1,51
8,56,0,1,51
8,57,0,1,51
8,58,0,1,51
8,59,0,1,51
8,60,0,1,51
9,0,73,1,0
9,1,73,1,0
9,2,73,1,0
9,3,72,2,0
9,4,72,2,0
9,5,72,2,0
9,6,70,4,0
9,7,70,4,0
9,8,69,3,2
9,9,68,3,3
9,10,68,3,3
9,11,66,5,3
9,12,65,5,4
9,13,61,9,4
9,14,58,12,4
9,15,56,13,5
9,16,49,20,5
9,17,45,23,6
9,18,39,26,9
9,19,34,30,10
9,20,25,35,14
9,21,22,36,16
9,22,20,31,23
9,23,16,33,25
9,24,14,31,29
9,25,12,28,34
9,26,7,32,35
9,27,7,29,38
9,28,6,27,41
9,29,5,26,43
9,30,5,25,44
9,31,4,23,47
9,32,3,21,50
9,33,3,18,53
9,34,3,17,54
9,35,3,15,56
9,36,3,13,58
9,37,3,11,60
9,38,3,10,61
9,39,3,10,61
9,40,3,10,61
9,41,3,8,63
9,42,3,6,65
9,43,2,7,65
9,44,2,6,66
9,45,2,6,66
9,46,2,5,67
9,47,2,4,68
9,48,2,4,68
9,49,2,4,68
9,50,2,4,68
9,51,2,4,68
9,52,2,3,69
9,53,2,3,69
9,54,2,3,69
9,55,2,2,70
9,56,2,1,71
9,57,2,1,71
9,58,2,1,71
9,59,2,1,71
9,60,2,1,71
10,0,74,4,0
10,1,73,4,1
10,2,72,5,1
10,3,71,6,1
10,4,68,8,2
10,5,66,9,3
10,6,61,12,5
10,7,57,14,7
10,8,53,15,10
10,9,49,18,11
10,10,46,18,14
10,11,42,20,16
10,12,39,21,18
10,13,36,24,18
10,14,30,26,22
10,15,23,29,26
10,16,18,34,26
10,17,15,33,30
10,18,14,31,33
10,19,10,33,35
10,20,8,32,38
10,21,8,23,47
10,22,8,21,49
10,23,7,21,50
10,24,7,18,53
10,25,5,18,55
10,26,5,17,56
10,27,4,15,59
10,28,4,14,60
10,29,4,13,61
10,30,3,14,61
10,31,2,15,61
10,32,2,14,62
10,33,2,13,63
10,34,1,11,66
10,35,1,8,69
10,36,1,7,70
10,37,1,6,71
10,38,1,5,72
10,39,1,3,74
10,40,1,2,75
10,41,1,2,75
10,42,1,2,75
10,43,1,2,75
10,44,1,2,75
10,45,1,2,75
10,46,1,2,75
10,47,1,2,75
10,48,1,2,75
10,49,1,1,76
10,50,1,1,76
10,51,1,1,76
10,52,1,1,76
10,53,1,1,76
10,54,1,1,76
10,55,1,0,77
10,56,1,0,77
10,57,1,0,77
10,58,1,0,77
10,59,1,0,77
10,60,1,0,77
11,0,89,4,0
11,1,84,9,0
11,2,79,12,2
11,3,70,19,4
11,4,65,23,5
11,5,58,29,6
11,6,45,42,6
11,7,35,49,9
11,8,30,50,13
11,9,27,45,21
11,10,20,46,27
11,11,17,44,32
11,12,14,45,34
11,13,12,42,39
11,14,7,45,41
11,15,5,40,48
11,16,4,38,51
11,17,2,36,55
11,18,2,30,61
11,19,2,27,64
11,20,2,23,68
11,21,2,21,70
11,22,2,17,74
11,23,2,14,77
11,24,2,13,78
11,25,2,11,80
11,26,2,10,81
11,27,2,10,81
11,28,2,9,82
11,29,1,9,83
11,30,1,9,83
11,31,1,9,83
11,32,1,7,85
11,33,1,6,86
11,34,0,7,86
11,35,0,7,86
11,36,0,3,90
11,37,0,3,90
11,38,0,3,90
11,39,0,3,90
11,40,0,2,91
11,41,0,1,92
11,42,0,0,93
11,43,0,0,93
11,44,0,0,93
11,45,0,0,93
11,46,0,0,93
11,47,0,0,93
11,48,0,0,93
11,49,0,0,93
11,50,0,0,93
11,51,0,0,93
11,52,0,0,93
11,53,0,0,93
11,54,0,0,93
11,55,0,0,93
11,56,0,0,93
11,57,0,0,93
11,58,0,0,93
11,59,0,0,93
11,60,0,0,93
12,0,95,5,0
12,1,93,6,1
12,2,89,10,1
12,3,87,11,2
12,4,86,10,4
12,5,85,10,5
12,6,80,15,5
12,7,76,17,7
12,8,72,19,9
12,9,68,21,11
12,10,59,27,14
12,11,50,33,17
12,12,39,39,22
12,13,33,42,25
12,14,27,47,26
12,15,22,48,30
12,16,19,48,33
12,17,11,51,38
12,18,7,53,40
12,19,6,47,47
12,20,6,42,52
12,21,6,38,56
12,22,4,36,60
12,23,3,31,66
12,24,3,25,72
12,25,2,23,75
12,26,2,22,76
12,27,2,22,76
12,28,1,21,78
12,29,1,20,79
12,30,1,17,82
12,31,1,16,83
12,32,1,13,86
12,33,1,12,87
12,34,1,10,89
12,35,1,9,90
12,36,1,8,91
12,37,1,8,91
12,38,1,7,92
12,39,1,7,92
12,40,1,7,92
12,41,1,7,92
12,42,1,6,93
12,43,1,4,95
12,44,1,3,96
12,45,1,3,96
12,46,1,2,97
12,47,1,2,97
12,48,1,2,97
12,49,1,1,98
12,50,1,1,98
12,51,1,1,98
12,52,0,1,99
12,53,0,1,99
12,54,0,1,99
12,55,0,1,99
12,56,0,1,99
12,57,0,1,99
12,58,0,1,99
12,59,0,1,99
12,60,0,1,99
13,0,50,2,0
13,1,50,2,0
13,2,48,4,0
13,3,47,5,0
13,4,43,8,1
13,5,38,12,2
13,6,34,16,2
13,7,29,19,4
13,8,24,22,6
13,9,19,25,8
13,10,14,27,11
13,11,13,24,15
13,12,10,25,17
13,13,8,25,19
13,14,5,27,20
13,15,3,27,22
13,16,3,24,25
13,17,2,24,26
13,18,2,24,26
13,19,2,21,29
13,20,1,19,32
13,21,1,18,33
13,22,1,16,35
13,23,0,16,36
13,24,0,14,38
13,25,0,13,39
13,26,0,10,42
13,27,0,9,43
13,28,0,8,44
13,29,0,8,44
13,30,0,7,45
13,31,0,7,45
13,32,0,6,46
13,33,0,6,46
13,34,0,6,46
13,35,0,5,47
13,36,0,5,47
13,37,0,4,48
13,38,0,3,49
13,39,0,3,49
13,40,0,3,49
13,41,0,3,49
13,42,0,2,50
13,43,0,2,50
13,44,0,2,50
13,45,0,1,51
13,46,0,1,51
13,47,0,1,51
13,48,0,1,51
13,49,0,1,51
13,50,0,1,51
13,51,0,1,51
13,52,0,1,51
13,53,0,1,51
13,54,0,1,51
13,55,0,0,52
13,56,0,0,52
13,57,0,0,52
13,58,0,0,52
13,59,0,0,52
13,60,0,0,52
14,0,59,5,0
14,1,56,6,2
14,2,55,6,3
14,3,53,8,3
14,4,51,9,4
14,5,48,12,4
14,6,43,16,5
14,7,41,18,5
14,8,38,19,7
14,9,32,23,9
14,10,28,24,12
14,11,20,30,14
14,12,15,30,19
14,13,9,34,21
14,14,6,31,27
14,15,5,27,32
14,16,4,25,35
14,17,3,25,36
14,18,2,22,40
14,19,2,20,42
14,20,2,18,44
14,21,1,17,46
14,22,1,16,47
14,23,0,17,47
14,24,0,15,49
14,25,0,14,50
14,26,0,13,51
14,27,0,13,51
14,28,0,12,52
14,29,0,12,52
14,30,0,11,53
14,31,0,9,55
14,32,0,9,55
14,33,0,7,57
14,34,0,6,58
14,35,0,5,59
14,36,0,5,59
14,37,0,4,60
14,38,0,3,61
14,39,0,3,61
14,40,0,2,62
14,41,0,2,62
14,42,0,2,62
14,43,0,2,62
14,44,0,2,62
14,45,0,2,62
14,46,0,2,62
14,47,0,2,62
14,48,0,1,63
14,49,0,1,63
14,50,0,1,63
14,51,0,1,63
14,52,0,0,64
14,53,0,0,64
14,54,0,0,64
14,55,0,0,64
14,56,0,0,64
14,57,0,0,64
14,58,0,0,64
14,59,0,0,64
14,60,0,0,64
15,0,55,1,0
15,1,55,1,0
15,2,53,2,1
15,3,52,3,1
15,4,50,4,2
15,5,49,4,3
15,6,47,4,5
15,7,45,4,7
15,8,40,9,7
15,9,39,9,8
15,10,34,14,8
15,11,31,15,10
15,12,29,15,12
15,13,25,18,13
15,14,21,22,13
15,15,19,22,15
15,16,16,22,18
15,17,15,22,19
15,18,14,20,22
15,19,9,22,25
15,20,8,21,27
15,21,7,20,29
15,22,7,19,30
15,23,7,17,32
15,24,7,17,32
15,25,7,15,34
15,26,4,17,35
15,27,3,17,36
15,28,3,16,37
15,29,1,17,38
15,30,1,15,40
15,31,1,14,41
15,32,1,10,45
15,33,1,10,45
15,34,1,10,45
15,35,0,10,46
15,36,0,10,46
15,37,0,9,47
15,38,0,9,47
15,39,0,8,48
15,40,0,7,49
15,41,0,7,49
15,42,0,7,49
15,43,0,7,49
15,44,0,7,49
15,45,0,7,49
15,46,0,6,50
15,47,0,4,52
15,48,0,3,53
15,49,0,3,53
15,50,0,3,53
15,51,0,3,53
15,52,0,3,53
15,53,0,3,53
15,54,0,2,54
15,55,0,2,54
15,56,0,1,55
15,57,0,1,55
15,58,0,1,55
15,59,0,1,55
15,60,0,1,55
16,0,91,3,0
16,1,87,7,0
16,2,84,10,0
16,3,79,14,1
16,4,73,19,2
16,5,64,25,5
16,6,55,27,12
16,7,50,27,17
16,8,41,34,19
16,9,33,34,27
16,10,29,35,30
16,11,25,34,35
16,12,23,34,37
16,13,18,37,39
16,14,14,37,43
16,15,10,35,49
16,16,6,33,55
16,17,5,29,60
16,18,3,28,63
16,19,3,26,65
16,20,2,20,72
16,21,1,18,75
16,22,0,18,76
16,23,0,18,76
16,24,0,17,77
16,25,0,14,80
16,26,0,13,81
16,27,0,11,83
16,28,0,7,87
16,29,0,5,89
16,30,0,5,89
16,31,0,3,91
16,32,0,3,91
16,33,0,3,91
16,34,0,3,91
16,35,0,3,91
16,36,0,3,91
16,37,0,3,91
16,38,0,3,91
16,39,0,3,91
16,40,0,2,92
16,41,0,1,93
16,42,0,1,93
16,43,0,0,94
16,44,0,0,94
16,45,0,0,94
16,46,0,0,94
16,47,0,0,94
16,48,0,0,94
16,49,0,0,94
16,50,0,0,94
16,51,0,0,94
16,52,0,0,94
16,53,0,0,94
16,54,0,0,94
16,55,0,0,94
16,56,0,0,94
16,57,0,0,94
16,58,0,0,94
16,59,0,0,94
16,60,0,0,94
17,0,85,2,0
17,1,84,3,0
17,2,81,4,2
17,3,81,3,3
17,4,80,4,3
17,5,77,6,4
17,6,74,8,5
17,7,67,15,5
17,8,64,17,6
17,9,57,22,8
17,10,48,28,11
17,11,42,30,15
17,12,35,36,16
17,13,31,37,19
17,14,21,44,22
17,15,19,45,23
17,16,13,46,28
17,17,11,43,33
17,18,8,41,38
17,19,6,37,44
17,20,3,34,50
17,21,3,29,55
17,22,3,27,57
17,23,3,23,61
17,24,2,24,61
17,25,2,21,64
17,26,2,13,72
17,27,2,13,72
17,28,2,13,72
17,29,2,12,73
17,30,2,12,73
17,31,2,12,73
17,32,2,12,73
17,33,2,11,74
17,34,2,11,74
17,35,2,8,77
17,36,2,8,77
17,37,2,8,77
17,38,2,6,79
17,39,2,4,81
17,40,2,4,81
17,41,2,4,81
17,42,2,4,81
17,43,2,2,83
17,44,2,2,83
17,45,2,1,84
17,46,2,1,84
17,47,2,1,84
17,48,2,1,84
17,49,2,1,84
17,50,2,1,84
17,51,2,1,84
17,52,2,0,85
17,53,2,0,85
17,54,2,0,85
17,55,2,0,85
17,56,2,0,85
17,57,2,0,85
17,58,2,0,85
17,59,2,0,85
17,60,2,0,85
18,0,86,4,0
18,1,85,5,0
18,2,79,11,0
18,3,76,13,1
18,4,74,12,4
18,5,70,16,4
18,6,66,20,4
18,7,55,29,6
18,8,51,31,8
18,9,44,34,12
18,10,40,35,15
18,11,35,36,19
18,12,27,42,21
18,13,25,42,23
18,14,19,42,29
18,15,15,43,32
18,16,14,39,37
18,17,11,39,40
18,18,8,40,42
18,19,7,35,48
18,20,4,34,52
18,21,3,32,55
18,22,2,29,59
18,23,2,26,62
18,24,2,20,68
18,25,0,19,71
18,26,0,17,73
18,27,0,17,73
18,28,0,14,76
18,29,0,12,78
18,30,0,10,80
18,31,0,9,81
18,32,0,8,82
18,33,0,8,82
18,34,0,7,83
18,35,0,6,84
18,36,0,6,84
18,37,0,5,85
18,38,0,2,88
18,39,0,2,88
18,40,0,2,88
18,41,0,1,89
18,42,0,1,89
18,43,0,0,90
18,44,0,0,90
18,45,0,0,90
18,46,0,0,90
18,47,0,0,90
18,48,0,0,90
18,49,0,0,90
18,50,0,0,90
18,51,0,0,90
18,52,0,0,90
18,53,0,0,90
18,54,0,0,90
18,55,0,0,90
18,56,0,0,90
18,57,0,0,90
18,58,0,0,90
18,59,0,0,90
18,60,0,0,90
19,0,73,4,0
19,1,70,7,0
19,2,67,9,1
19,3,63,10,4
19,4,57,15,5
19,5,55,16,6
19,6,48,23,6
19,7,43,24,10
19,8,38,27,12
19,9,31,34,12
19,10,27,36,14
19,11,20,40,17
19,12,12,43,22
19,13,7,44,26
19,14,7,42,28
19,15,5,41,31
19,16,3,39,35
19,17,3,34,40
19,18,2,31,44
19,19,2,31,44
19,20,2,30,45
19,21,2,28,47
19,22,2,23,52
19,23,1,20,56
19,24,1,19,57
19,25,1,16,60
19,26,1,16,60
19,27,1,13,63
19,28,1,11,65
19,29,1,10,66
19,30,1,9,67
19,31,1,7,69
19,32,1,7,69
19,33,1,7,69
19,34,1,6,70
19,35,1,5,71
19,36,1,5,71
19,37,1,4,72
19,38,1,4,72
19,39,1,4,72
19,40,1,4,72
19,41,0,5,72
19,42,0,5,72
19,43,0,5,72
19,44,0,5,72
19,45,0,4,73
19,46,0,2,75
19,47,0,2,75
19,48,0,2,75
19,49,0,1,76
19,50,0,1,76
19,51,0,1,76
19,52,0,1,76
19,53,0,1,76
19,54,0,0,77
19,55,0,0,77
19,56,0,0,77
19,57,0,0,77
19,58,0,0,77
19,59,0,0,77
19,60,0,0,77
20,0,80,1,0
20,1,80,1,0
20,2,80,1,0
20,3,79,2,0
20,4,78,2,1
20,5,78,2,1
20,6,76,4,1
20,7,73,7,1
20,8,68,12,1
20,9,65,14,2
20,10,56,21,4
20,11,49,27,5
20,12,40,31,10
20,13,29,39,13
20,14,24,39,18
20,15,19,38,24
20,16,16,39,26
20,17,13,42,26
20,18,10,45,26
20,19,10,40,31
20,20,10,33,38
20,21,9,30,42
20,22,7,25,49
20,23,6,23,52
20,24,6,19,56
20,25,6,18,57
20,26,4,16,61
20,27,3,16,62
20,28,2,17,62
20,29,2,16,63
20,30,1,16,64
20,31,1,13,67
20,32,0,13,68
20,33,0,13,68
20,34,0,13,68
20,35,0,12,69
20,36,0,10,71
20,37,0,9,72
20,38,0,9,72
20,39,0,7,74
20,40,0,7,74
20,41,0,5,76
20,42,0,5,76
20,43,0,5,76
20,44,0,5,76
20,45,0,5,76
20,46,0,5,76
20,47,0,5,76
20,48,0,3,78
20,49,0,2,79
20,50,0,2,79
20,51,0,2,79
20,52,0,2,79
20,53,0,2,79
20,54,0,2,79
20,55,0,2,79
20,56,0,1,80
20,57,0,1,80
20,58,0,1,80
20,59,0,1,80
20,60,0,1,80
21,0,76,4,0
21,1,75,5,0
21,2,72,7,1
21,3,68,10,2
21,4,64,12,4
21,5,57,19,4
21,6,51,24,5
21,7,43,29,8
21,8,38,28,14
21,9,32,34,14
21,10,29,33,18
21,11,21,36,23
21,12,18,38,24
21,13,14,38,28
21,14,10,39,31
21,15,8,38,34
21,16,8,34,38
21,17,7,35,38
21,18,6,33,41
21,19,4,33,43
21,20,1,35,44
21,21,1,30,49
21,22,1,29,50
21,23,0,25,55
21,24,0,23,57
21,25,0,21,59
21,26,0,18,62
21,27,0,15,65
21,28,0,15,65
21,29,0,13,67
21,30,0,12,68
21,31,0,10,70
21,32,0,10,70
21,33,0,10,70
21,34,0,8,72
21,35,0,7,73
21,36,0,5,75
21,37,0,4,76
21,38,0,1,79
21,39,0,1,79
21,40,0,1,79
21,41,0,1,79
21,42,0,0,80
21,43,0,0,80
21,44,0,0,80
21,45,0,0,80
21,46,0,0,80
21,47,0,0,80
21,48,0,0,80
21,49,0,0,80
21,50,0,0,80
21,51,0,0,80
21,52,0,0,80
21,53,0,0,80
21,54,0,0,80
21,55,0,0,80
21,56,0,0,80
21,57,0,0,80
21,58,0,0,80
21,59,0,0,80
21,60,0,0,80
22,0,93,1,0
22,1,93,1,0
22,2,92,2,0
22,3,91,3,0
22,4,90,4,0
22,5,89,5,0
22,6,87,6,1
22,7,85,7,2
22,8,82,10,2
22,9,77,13,4
22,10,67,22,5
22,11,62,25,7
22,12,53,33,8
22,13,44,37,13
22,14,33,44,17
22,15,20,50,24
22,16,16,51,27
22,17,12,53,29
22,18,9,51,34
22,19,9,48,37
22,20,6,46,42
22,21,4,44,46
22,22,2,41,51
22,23,1,40,53
22,24,1,37,56
22,25,0,36,58
22,26,0,30,64
22,27,0,25,69
22,28,0,22,72
22,29,0,19,75
22,30,0,17,77
22,31,0,16,78
22,32,0,12,82
22,33,0,10,84
22,34,0,8,86
22,35,0,8,86
22,36,0,5,89
22,37,0,4,90
22,38,0,4,90
22,39,0,4,90
22,40,0,4,90
22,41,0,3,91
22,42,0,3,91
22,43,0,3,91
22,44,0,2,92
22,45,0,2,92
22,46,0,2,92
22,47,0,2,92
22,48,0,1,93
22,49,0,1,93
22,50,0,1,93
22,51,0,1,93
22,52,0,1,93
22,53,0,1,93
