trajectory_id,time_step,S,I,R
1,39,0,6,63
1,40,0,5,64
1,41,0,5,64
1,42,0,5,64
1,43,0,5,64
1,44,0,5,64
1,45,0,5,64
1,46,0,5,64
1,47,0,4,65
1,48,0,3,66
1,49,0,2,67
1,50,0,2,67
1,51,0,2,67
1,52,0,2,67
1,53,0,2,67
1,54,0,1,68
1,55,0,1,68
1,56,0,1,68
1,57,0,1,68
1,58,0,1,68
1,59,0,1,68
1,60,0,1,68
2,0,97,5,0
2,1,94,8,0
2,2,90,11,1
2,3,90,10,2
2,4,85,14,3
2,5,78,19,5
2,6,72,24,6
2,7,65,26,11
2,8,53,34,15
2,9,47,36,19
2,10,38,40,24
2,11,28,46,28
2,12,19,50,33
2,13,16,51,35
2,14,15,44,43
2,15,9,45,48
2,16,7,42,53
2,17,6,39,57
2,18,5,35,62
2,19,5,31,66
2,20,5,28,69
2,21,5,25,72
2,22,3,25,74
2,23,2,24,76
2,24,2,22,78
2,25,1,21,80
2,26,0,22,80
2,27,0,20,82
2,28,0,18,84
2,29,0,16,86
2,30,0,15,87
2,31,0,14,88
2,32,0,12,90
2,33,0,10,92
2,34,0,10,92
2,35,0,10,92
2,36,0,7,95
2,37,0,6,96
2,38,0,4,98
2,39,0,4,98
2,40,0,4,98
2,41,0,4,98
2,42,0,4,98
2,43,0,3,99
2,44,0,3,99
2,45,0,3,99
2,46,0,3,99
2,47,0,3,99
2,48,0,3,99
2,49,0,3,99
2,50,0,3,99
2,51,0,3,99
2,52,0,3,99
2,53,0,1,101
2,54,0,1,101
2,55,0,1,101
2,56,0,1,101
2,57,0,1,101
2,58,0,1,101
2,59,0,1,101
2,60,0,1,101
3,0,51,1,0
3,1,51,0,1
3,2,51,0,1
3,3,51,0,1
3,4,51,0,1
3,5,51,0,1
3,6,51,0,1
3,7,51,0,1
3,8,51,0,1
3,9,51,0,1
3,10,51,0,1
3,11,51,0,1
3,12,51,0,1
3,13,51,0,1
3,14,51,0,1
3,15,51,0,1
3,16,51,0,1
3,17,51,0,1
3,18,51,0,1
3,19,51,0,1
3,20,51,0,1
3,21,51,0,1
3,22,51,0,1
3,23,51,0,1
3,24,51,0,1
3,25,51,0,1
3,26,51,0,1
3,27,51,0,1
3,28,51,0,1
3,29,51,0,1
3,30,51,0,1
3,31,51,0,1
3,32,51,0,1
3,33,51,0,1
3,34,51,0,1
3,35,51,0,1
3,36,51,0,1
3,37,51,0,1
3,38,51,0,1
3,39,51,0,1
3,40,51,0,1
3,41,51,0,1
3,42,51,0,1
3,43,51,0,1
3,44,51,0,1
3,45,51,0,1
3,46,51,0,1
3,47,51,0,1
3,48,51,0,1
3,49,51,0,1
3,50,51,0,1
3,51,51,0,1
3,52,51,0,1
3,53,51,0,1
3,54,51,0,1
3,55,51,0,1
3,56,51,0,1
3,57,51,0,1
3,58,51,0,1
3,59,51,0,1
3,60,51,0,1
4,0,58,3,0
4,1,57,4,0
4,2,56,5,0
4,3,54,5,2
4,4,49,9,3
4,5,44,13,4
4,6,37,18,6
4,7,29,26,6
4,8,20,35,6
4,9,16,35,10
4,10,8,41,12
4,11,6,39,16
4,12,4,38,19
4,13,2,35,24
4,14,1,27,33
4,15,1,25,35
4,16,1,23,37
4,17,1,23,37
4,18,0,23,38
4,19,0,23,38
4,20,0,20,41
4,21,0,18,43
4,22,0,16,45
4,23,0,16,45
4,24,0,13,48
4,25,0,12,49
4,26,0,11,50
4,27,0,8,53
4,28,0,6,55
4,29,0,6,55
4,30,0,5,56
4,31,0,5,56
4,32,0,4,57
4,33,0,3,58
4,34,0,2,59
4,35,0,2,59
4,36,0,2,59
4,37,0,2,59
4,38,0,2,59
4,39,0,2,59
4,40,0,2,59
4,41,0,2,59
4,42,0,2,59
4,43,0,2,59
4,44,0,2,59
4,45,0,2,59
4,46,0,2,59
4,47,0,2,59
4,48,0,2,59
4,49,0,2,59
4,50,0,2,59
4,51,0,2,59
4,52,0,1,60
4,53,0,1,60
4,54,0,1,60
4,55,0,1,60
4,56,0,1,60
4,57,0,1,60
4,58,0,1,60
4,59,0,1,60
4,60,0,1,60
5,0,93,3,0
5,1,93,3,0
5,2,92,3,1
5,3,91,4,1
5,4,89,6,1
5,5,87,7,2
5,6,85,9,2
5,7,82,12,2
5,8,77,14,5
5,9,69,21,6
5,10,61,27,8
5,11,51,33,12
5,12,45,35,16
5,13,33,45,18
5,14,25,50,21
5,15,20,45,31
5,16,17,41,38
5,17,14,36,46
5,18,11,36,49
5,19,11,26,59
5,20,11,23,62
5,21,10,22,64
5,22,10,20,66
5,23,7,21,68
5,24,6,17,73
5,25,6,15,75
5,26,6,13,77
5,27,5,14,77
5,28,5,12,79
5,29,5,10,81
5,30,5,8,83
5,31,4,9,83
5,32,4,8,84
5,33,4,7,85
5,34,4,7,85
5,35,4,6,86
5,36,4,6,86
5,37,4,6,86
5,38,4,5,87
5,39,4,4,88
5,40,4,4,88
5,41,4,3,89
5,42,4,2,90
5,43,4,2,90
5,44,4,1,91
5,45,4,1,91
5,46,4,1,91
5,47,4,1,91
5,48,4,1,91
5,49,4,1,91
5,50,4,1,91
5,51,4,1,91
5,52,4,1,91
5,53,4,1,91
5,54,4,1,91
5,55,4,1,91
5,56,4,1,91
5,57,4,1,91
5,58,4,1,91
5,59,4,1,91
5,60,4,1,91
6,0,84,5,0
6,1,81,8,0
6,2,74,12,3
6,3,73,13,3
6,4,70,15,4
6,5,65,19,5
6,6,58,24,7
6,7,53,25,11
6,8,48,27,14
6,9,45,26,18
6,10,41,28,20
6,11,34,32,23
6,12,29,35,25
6,13,25,37,27
6,14,18,41,30
6,15,14,40,35
6,16,11,39,39
6,17,10,36,43
6,18,8,31,50
6,19,7,27,55
6,20,6,26,57
6,21,5,25,59
6,22,3,25,61
6,23,3,20,66
6,24,3,17,69
6,25,3,16,70
6,26,3,14,72
6,27,3,13,73
6,28,3,11,75
6,29,3,10,76
6,30,3,9,77
6,31,3,9,77
6,32,3,9,77
6,33,3,8,78
6,34,3,7,79
6,35,3,6,80
6,36,3,6,80
6,37,3,6,80
6,38,3,5,81
6,39,3,5,81
6,40,3,5,81
6,41,2,6,81
6,42,2,5,82
6,43,2,5,82
6,44,2,4,83
6,45,2,4,83
6,46,2,4,83
6,47,2,4,83
6,48,2,4,83
6,49,2,4,83
6,50,2,3,84
6,51,2,2,85
6,52,2,2,85
6,53,2,1,86
6,54,2,1,86
6,55,2,1,86
6,56,2,1,86
6,57,2,1,86
6,58,2,1,86
6,59,2,1,86
6,60,2,0,87
7,0,76,3,0
7,1,76,3,0
7,2,74,5,0
7,3,70,7,2
7,4,67,10,2
7,5,60,17,2
7,6,51,23,5
7,7,40,30,9
7,8,35,34,10
7,9,30,33,16
7,10,24,33,22
7,11,22,33,24
7,12,18,34,27
7,13,16,31,32
7,14,15,31,33
7,15,12,34,33
7,16,9,36,34
7,17,7,36,36
7,18,7,34,38
7,19,5,36,38
7,20,4,35,40
7,21,3,35,41
7,22,3,32,44
7,23,3,29,47
7,24,2,23,54
7,25,2,21,56
7,26,2,18,59
7,27,2,16,61
7,28,2,16,61
7,29,2,15,62
7,30,2,13,64
7,31,2,12,65
7,32,2,11,66
7,33,2,10,67
7,34,1,11,67
7,35,1,11,67
7,36,1,9,69
7,37,1,8,70
7,38,1,7,71
7,39,1,5,73
7,40,1,5,73
7,41,1,5,73
7,42,1,5,73
7,43,1,5,73
7,44,1,5,73
7,45,1,5,73
7,46,1,5,73
7,47,1,5,73
7,48,1,5,73
7,49,1,5,73
7,50,1,5,73
7,51,1,4,74
7,52,1,4,74
7,53,1,3,75
7,54,1,3,75
7,55,1,3,75
7,56,1,3,75
7,57,1,3,75
7,58,1,3,75
7,59,1,1,77
7,60,1,1,77
8,0,84,2,0
8,1,84,1,1
8,2,84,1,1
8,3,84,1,1
8,4,83,1,2
8,5,83,1,2
8,6,83,1,2
8,7,83,1,2
8,8,82,2,2
8,9,81,3,2
8,10,79,5,2
8,11,78,5,3
8,12,75,8,3
8,13,72,11,3
8,14,70,13,3
8,15,65,16,5
8,16,62,19,5
8,17,55,26,5
8,18,48,32,6
8,19,33,43,10
8,20,25,45,16
8,21,18,50,18
8,22,10,56,20
8,23,7,57,22
8,24,6,56,24
8,25,3,53,30
8,26,2,49,35
8,27,2,41,43
8,28,2,37,47
8,29,1,35,50
8,30,1,33,52
8,31,1,29,56
8,32,1,28,57
8,33,1,26,59
8,34,1,24,61
8,35,1,19,66
8,36,1,16,69
8,37,1,13,72
8,38,1,10,75
8,39,1,8,77
8,40,1,6,79
8,41,1,6,79
8,42,1,6,79
8,43,1,4,81
8,44,1,4,81
8,45,1,2,83
8,46,1,1,84
8,47,1,1,84
8,48,1,1,84
8,49,1,1,84
8,50,1,0,85
8,51,1,0,85
8,52,1,0,85
8,53,1,0,85
8,54,1,0,85
8,55,1,0,85
8,56,1,0,85
8,57,1,0,85
8,58,1,0,85
8,59,1,0,85
8,60,1,0,85
9,0,69,2,0
9,1,68,3,0
9,2,68,3,0
9,3,68,2,1
9,4,68,1,2
9,5,67,2,2
9,6,67,1,3
9,7,64,4,3
9,8,63,4,4
9,9,62,5,4
9,10,61,4,6
9,11,58,7,6
9,12,53,11,7
9,13,50,13,8
9,14,45,15,11
9,15,37,22,12
9,16,32,25,14
9,17,28,28,15
9,18,23,30,18
9,19,20,29,22
9,20,14,32,25
9,21,9,34,28
9,22,8,31,32
9,23,5,31,35
9,24,5,29,37
9,25,3,28,40
9,26,2,28,41
9,27,1,27,43
9,28,1,26,44
9,29,1,23,47
9,30,1,20,50
9,31,1,19,51
9,32,1,18,52
9,33,1,16,54
9,34,1,12,58
9,35,1,12,58
9,36,1,12,58
9,37,1,12,58
9,38,1,11,59
9,39,1,10,60
9,40,1,10,60
9,41,1,10,60
9,42,1,8,62
9,43,1,6,64
9,44,1,5,65
9,45,1,5,65
9,46,1,5,65
9,47,1,5,65
9,48,1,5,65
9,49,1,5,65
9,50,1,5,65
9,51,1,5,65
9,52,1,5,65
9,53,1,5,65
9,54,1,5,65
9,55,1,5,65
9,56,1,4,66
9,57,1,3,67
9,58,1,2,68
9,59,1,2,68
9,60,1,2,68
10,0,82,5,0
10,1,82,5,0
10,2,79,8,0
10,3,72,15,0
10,4,67,19,1
10,5,61,23,3
10,6,52,31,4
10,7,47,34,6
10,8,38,41,8
10,9,29,45,13
10,10,24,48,15
10,11,20,49,18
10,12,18,43,26
10,13,14,43,30
10,14,9,42,36
10,15,7,44,36
10,16,5,40,42
10,17,5,38,44
10,18,5,34,48
10,19,4,29,54
10,20,4,26,57
10,21,4,26,57
10,22,4,24,59
10,23,4,23,60
10,24,3,21,63
10,25,3,18,66
10,26,3,16,68
10,27,3,15,69
10,28,3,15,69
10,29,3,13,71
10,30,3,13,71
10,31,2,12,73
10,32,2,8,77
10,33,2,6,79
10,34,2,3,82
10,35,1,4,82
10,36,1,4,82
10,37,1,4,82
10,38,1,3,83
10,39,1,3,83
10,40,1,3,83
10,41,1,3,83
10,42,1,3,83
10,43,1,3,83
10,44,1,3,83
10,45,1,3,83
10,46,0,4,83
10,47,0,4,83
10,48,0,3,84
10,49,0,3,84
10,50,0,3,84
10,51,0,1,86
10,52,0,1,86
10,53,0,1,86
10,54,0,1,86
10,55,0,1,86
10,56,0,1,86
10,57,0,0,87
10,58,0,0,87
10,59,0,0,87
10,60,0,0,87
11,0,97,5,0
11,1,93,9,0
11,2,90,8,4
11,3,89,8,5
11,4,87,9,6
11,5,78,16,8
11,6,69,24,9
11,7,58,32,12
11,8,49,39,14
11,9,39,44,19
11,10,29,47,26
11,11,20,54,28
11,12,12,57,33
11,13,8,56,38
11,14,7,52,43
11,15,6,42,54
11,16,5,39,58
11,17,3,33,66
11,18,2,28,72
11,19,2,25,75
11,20,2,23,77
11,21,2,19,81
11,22,1,15,86
11,23,1,15,86
11,24,1,12,89
11,25,1,11,90
11,26,1,11,90
11,27,1,11,90
11,28,1,10,91
11,29,1,8,93
11,30,1,6,95
11,31,1,6,95
11,32,1,5,96
11,33,1,4,97
11,34,1,3,98
11,35,1,2,99
11,36,1,2,99
11,37,1,2,99
11,38,1,2,99
11,39,1,2,99
11,40,1,2,99
11,41,1,2,99
11,42,1,2,99
11,43,1,2,99
11,44,1,2,99
11,45,1,2,99
11,46,1,1,100
11,47,1,1,100
11,48,1,1,100
11,49,1,1,100
11,50,1,1,100
11,51,1,1,100
11,52,1,1,100
11,53,1,1,100
11,54,1,1,100
11,55,1,1,100
11,56,1,1,100
11,57,1,1,100
11,58,1,1,100
11,59,1,1,100
11,60,1,1,100
12,0,97,1,0
12,1,97,1,0
12,2,97,1,0
12,3,97,1,0
12,4,96,2,0
12,5,96,2,0
12,6,92,6,0
12,7,89,8,1
12,8,89,8,1
12,9,83,14,1
12,10,73,21,4
12,11,70,19,9
12,12,65,20,13
12,13,57,24,17
12,14,54,24,20
12,15,46,28,24
12,16,44,29,25
12,17,37,31,30
12,18,31,35,32
12,19,28,35,35
12,20,23,39,36
12,21,19,37,42
12,22,15,38,45
12,23,10,41,47
12,24,9,35,54
12,25,8,32,58
12,26,6,33,59
12,27,5,31,62
12,28,4,29,65
12,29,4,29,65
12,30,4,25,69
12,31,3,21,74
12,32,3,18,77
12,33,3,17,78
12,34,2,16,80
12,35,2,12,84
12,36,2,11,85
12,37,2,10,86
12,38,2,8,88
12,39,2,7,89
12,40,2,6,90
12,41,2,6,90
12,42,2,6,90
12,43,2,5,91
12,44,2,4,92
12,45,2,4,92
12,46,2,4,92
12,47,2,3,93
12,48,2,3,93
12,49,2,3,93
12,50,2,2,94
12,51,2,2,94
12,52,2,1,95
12,53,2,1,95
12,54,2,1,95
12,55,2,1,95
12,56,2,1,95
12,57,2,1,95
12,58,2,1,95
12,59,2,1,95
12,60,2,1,95
13,0,69,4,0
13,1,68,5,0
13,2,65,8,0
13,3,62,10,1
13,4,59,12,2
13,5,57,14,2
13,6,55,15,3
13,7,51,18,4
13,8,44,23,6
13,9,38,27,8
13,10,32,30,11
13,11,25,33,15
13,12,22,31,20
13,13,15,33,25
13,14,12,31,30
13,15,11,30,32
13,16,10,28,35
13,17,10,28,35
13,18,9,24,40
13,19,8,22,43
13,20,6,20,47
13,21,4,20,49
13,22,3,19,51
13,23,3,14,56
13,24,3,12,58
13,25,3,11,59
13,26,3,11,59
13,27,2,11,60
13,28,2,11,60
13,29,2,10,61
13,30,2,9,62
13,31,2,5,66
13,32,2,5,66
13,33,2,5,66
13,34,1,5,67
13,35,1,5,67
13,36,1,5,67
13,37,1,5,67
13,38,1,4,68
13,39,1,3,69
13,40,1,3,69
13,41,1,2,70
13,42,1,2,70
13,43,1,2,70
13,44,1,2,70
13,45,1,2,70
13,46,1,2,70
13,47,1,2,70
13,48,1,2,70
13,49,1,2,70
13,50,1,1,71
13,51,1,1,71
13,52,1,1,71
13,53,1,1,71
13,54,1,1,71
13,55,1,1,71
13,56,1,1,71
13,57,1,1,71
13,58,1,0,72
13,59,1,0,72
13,60,1,0,72
14,0,65,3,0
14,1,65,2,1
14,2,64,2,2
14,3,63,3,2
14,4,61,5,2
14,5,60,5,3
14,6,55,10,3
14,7,51,13,4
14,8,46,16,6
14,9,43,16,9
14,10,37,21,10
14,11,34,24,10
14,12,31,19,18
14,13,29,19,20
14,14,27,20,21
14,15,24,21,23
14,16,21,22,25
14,17,20,21,27
14,18,19,18,31
14,19,17,16,35
14,20,16,11,41
14,21,16,9,43
14,22,14,9,45
14,23,14,9,45
14,24,14,9,45
14,25,11,12,45
14,26,10,11,47
14,27,8,12,48
14,28,5,14,49
14,29,4,12,52
14,30,3,9,56
14,31,3,8,57
14,32,3,7,58
14,33,3,7,58
14,34,3,6,59
14,35,3,6,59
14,36,3,5,60
14,37,3,5,60
14,38,3,4,61
14,39,3,2,63
14,40,3,2,63
14,41,3,2,63
14,42,3,1,64
14,43,3,1,64
14,44,3,1,64
14,45,3,1,64
14,46,3,0,65
14,47,3,0,65
14,48,3,0,65
14,49,3,0,65
14,50,3,0,65
14,51,3,0,65
14,52,3,0,65
14,53,3,0,65
14,54,3,0,65
14,55,3,0,65
14,56,3,0,65
14,57,3,0,65
14,58,3,0,65
14,59,3,0,65
14,60,3,0,65
15,0,91,1,0
15,1,91,1,0
15,2,91,1,0
15,3,91,1,0
15,4,90,2,0
15,5,88,4,0
15,6,87,3,2
15,7,84,6,2
15,8,82,7,3
15,9,79,10,3
15,10,77,11,4
15,11,72,14,6
15,12,63,23,6
15,13,55,30,7
15,14,44,41,7
15,15,35,49,8
15,16,21,60,11
15,17,16,55,21
15,18,9,54,29
15,19,9,48,35
15,20,9,44,39
15,21,7,42,43
15,22,5,42,45
15,23,3,39,50
15,24,3,38,51
15,25,2,38,52
15,26,2,35,55
15,27,2,32,58
15,28,1,29,62
15,29,1,26,65
15,30,1,25,66
15,31,0,24,68
15,32,0,23,69
15,33,0,20,72
15,34,0,16,76
15,35,0,16,76
15,36,0,16,76
15,37,0,14,78
15,38,0,13,79
15,39,0,12,80
15,40,0,11,81
15,41,0,8,84
15,42,0,6,86
15,43,0,4,88
15,44,0,4,88
15,45,0,4,88
15,46,0,3,89
15,47,0,1,91
15,48,0,1,91
15,49,0,1,91
15,50,0,1,91
15,51,0,1,91
15,52,0,1,91
15,53,0,1,91
15,54,0,1,91
15,55,0,0,92
15,56,0,0,92
15,57,0,0,92
15,58,0,0,92
15,59,0,0,92
15,60,0,0,92
16,0,89,1,0
16,1,87,3,0
16,2,87,3,0
16,3,86,4,0
16,4,83,7,0
16,5,80,10,0
16,6,76,11,3
16,7,69,15,6
16,8,60,23,7
16,9,54,26,10
16,10,47,30,13
16,11,42,33,15
16,12,37,35,18
16,13,28,39,23
16,14,18,44,28
16,15,18,41,31
16,16,14,41,35
16,17,8,37,45
16,18,7,32,51
16,19,4,29,57
16,20,2,26,62
16,21,2,24,64
16,22,1,23,66
16,23,1,20,69
16,24,1,19,70
16,25,1,18,71
16,26,1,16,73
16,27,1,15,74
16,28,1,12,77
16,29,1,12,77
16,30,1,10,79
16,31,1,8,81
16,32,1,6,83
16,33,1,6,83
16,34,1,6,83
16,35,1,6,83
16,36,1,6,83
16,37,1,6,83
16,38,1,5,84
16,39,1,5,84
16,40,1,5,84
16,41,1,4,85
16,42,1,4,85
16,43,1,4,85
16,44,1,4,85
16,45,1,4,85
16,46,1,4,85
16,47,1,4,85
16,48,1,4,85
16,49,1,4,85
16,50,1,4,85
16,51,1,3,86
16,52,0,2,88
16,53,0,2,88
16,54,0,1,89
16,55,0,1,89
16,56,0,1,89
16,57,0,1,89
16,58,0,1,89
16,59,0,1,89
16,60,0,0,90
17,0,53,1,0
17,1,53,1,0
17,2,53,1,0
17,3,53,1,0
17,4,53,1,0
17,5,53,1,0
17,6,52,2,0
17,7,51,3,0
17,8,49,4,1
17,9,47,6,1
17,10,45,8,1
17,11,44,8,2
17,12,40,10,4
17,13,36,11,7
17,14,34,9,11
17,15,33,10,11
17,16,32,11,11
17,17,28,13,13
17,18,23,17,14
17,19,15,23,16
17,20,10,26,18
17,21,6,26,22
17,22,4,24,26
17,23,3,24,27
17,24,2,24,28
17,25,2,21,31
17,26,2,20,32
17,27,2,15,37
17,28,2,14,38
17,29,2,13,39
17,30,2,13,39
17,31,2,12,40
17,32,2,10,42
17,33,2,9,43
17,34,1,9,44
17,35,1,8,45
17,36,1,7,46
17,37,1,6,47
17,38,1,5,48
17,39,1,5,48
17,40,1,5,48
17,41,1,5,48
17,42,1,5,48
17,43,1,5,48
17,44,1,3,50
17,45,1,3,50
17,46,1,3,50
17,47,1,2,51
17,48,1,1,52
17,49,1,1,52
17,50,1,1,52
17,51,1,1,52
17,52,1,0,53
17,53,1,0,53
17,54,1,0,53
17,55,1,0,53
17,56,1,0,53
17,57,1,0,53
17,58,1,0,53
17,59,1,0,53
17,60,1,0,53
18,0,93,4,0
18,1,91,4,2
18,2,89,6,2
18,3,87,5,5
18,4,86,6,5
18,5,83,7,7
18,6,80,10,7
18,7,70,19,8
18,8,63,24,10
18,9,56,29,12
18,10,49,34,14
18,11,44,37,16
18,12,38,38,21
18,13,29,46,22
18,14,22,50,25
18,15,18,50,29
18,16,14,46,37
18,17,13,45,39
18,18,10,44,43
18,19,9,42,46
18,20,9,39,49
18,21,8,38,51
18,22,8,35,54
18,23,8,32,57
18,24,8,30,59
18,25,6,30,61
18,26,6,26,65
18,27,4,26,67
18,28,3,25,69
18,29,3,22,72
18,30,3,21,73
18,31,3,18,76
18,32,3,17,77
18,33,3,15,79
18,34,3,13,81
18,35,3,11,83
18,36,2,10,85
18,37,1,11,85
18,38,1,10,86
18,39,0,11,86
18,40,0,9,88
18,41,0,8,89
18,42,0,8,89
18,43,0,8,89
18,44,0,8,89
18,45,0,7,90
18,46,0,6,91
18,47,0,5,92
18,48,0,5,92
18,49,0,5,92
18,50,0,4,93
18,51,0,4,93
18,52,0,4,93
18,53,0,3,94
18,54,0,1,96
18,55,0,0,97
18,56,0,0,97
18,57,0,0,97
18,58,0,0,97
18,59,0,0,97
18,60,0,0,97
19,0,82,5,0
19,1,79,8,0
19,2,78,7,2
19,3,75,9,3
19,4,72,11,4
19,5,68,14,5
19,6,62,18,7
19,7,61,18,8
19,8,58,21,8
19,9,50,28,9
19,10,42,35,10
19,11,36,38,13
19,12,30,39,18
19,13,22,44,21
19,14,13,49,25
19,15,9,47,31
19,16,5,46,36
19,17,4,43,40
19,18,4,38,45
19,19,2,34,51
19,20,2,28,57
19,21,0,26,61
19,22,0,23,64
19,23,0,22,65
19,24,0,20,67
19,25,0,20,67
19,26,0,17,70
19,27,0,16,71
19,28,0,13,74
19,29,0,9,78
19,30,0,8,79
19,31,0,8,79
19,32,0,7,80
19,33,0,7,80
19,34,0,6,81
19,35,0,6,81
19,36,0,6,81
19,37,0,5,82
19,38,0,5,82
19,39,0,5,82
19,40,0,4,83
19,41,0,4,83
19,42,0,4,83
19,43,0,4,83
19,44,0,3,84
19,45,0,3,84
19,46,0,3,84
19,47,0,2,85
19,48,0,0,87
19,49,0,0,87
19,50,0,0,87
19,51,0,0,87
19,52,0,0,87
19,53,0,0,87
19,54,0,0,87
19,55,0,0,87
19,56,0,0,87
19,57,0,0,87
19,58,0,0,87
19,59,0,0,87
19,60,0,0,87
20,0,57,5,0
20,1,54,8,0
20,2,53,8,1
20,3,48,12,2
20,4,44,15,3
20,5,36,21,5
20,6,30,27,5
20,7,23,31,8
20,8,14,37,11
20,9,10,36,16
20,10,9,32,21
20,11,6,34,22
20,12,3,36,23
20,13,3,33,26
20,14,2,29,31
20,15,2,27,33
20,16,2,25,35
20,17,2,22,38
20,18,2,20,40
20,19,2,17,43
20,20,2,16,44
20,21,2,15,45
20,22,2,13,47
20,23,2,12,48
20,24,2,12,48
20,25,1,12,49
20,26,1,11,50
20,27,1,10,51
20,28,1,9,52
20,29,1,9,52
20,30,1,8,53
20,31,1,7,54
20,32,1,7,54
20,33,1,7,54
20,34,1,6,55
20,35,1,6,55
20,36,1,5,56
20,37,1,5,56
20,38,1,3,58
20,39,1,3,58
20,40,1,3,58
20,41,1,2,59
20,42,1,0,61
20,43,1,0,61
20,44,1,0,61
20,45,1,0,61
20,46,1,0,61
20,47,1,0,61
20,48,1,0,61
20,49,1,0,61
20,50,1,0,61
20,51,1,0,61
20,52,1,0,61
20,53,1,0,61
20,54,1,0,61
20,55,1,0,61
20,56,1,0,61
20,57,1,0,61
20,58,1,0,61
20,59,1,0,61
20,60,1,0,61
21,0,67,1,0
21,1,67,1,0
21,2,67,1,0
21,3,66,2,0
21,4,64,4,0
21,5,63,5,0
21,6,62,5,1
21,7,59,7,2
21,8,58,7,3
21,9,53,12,3
21,10,48,17,3
21,11,41,24,3
21,12,36,27,5
21,13,27,33,8
21,14,22,33,13
21,15,20,31,17
21,16,12,32,24
21,17,10,31,27
21,18,7,27,34
21,19,7,24,37
21,20,7,21,40
21,21,7,19,42
21,22,6,20,42
21,23,5,20,43
21,24,5,18,45
21,25,4,18,46
21,26,4,16,48
21,27,3,15,50
21,28,2,14,52
21,29,2,12,54
21,30,2,12,54
21,31,2,11,55
21,32,2,10,56
21,33,2,10,56
21,34,2,8,58
21,35,2,7,59
21,36,2,6,60
21,37,2,5,61
21,38,2,4,62
21,39,2,4,62
21,40,2,3,63
21,41,2,3,63
21,42,2,3,63
21,43,2,2,64
21,44,2,2,64
21,45,2,2,64
21,46,1,3,64
21,47,1,3,64
21,48,0,4,64
21,49,0,2,66
21,50,0,2,66
21,51,0,2,66
21,52,0,2,66
21,53,0,2,66
21,54,0,2,66
21,55,0,2,66
21,56,0,1,67
21,57,0,1,67
21,58,0,0,68
21,59,0,0,68
21,60,0,0,68
22,0,51,5,0
22,1,50,6,0
22,2,49,7,0
22,3,45,10,1
22,4,38,16,2
22,5,34,20,2
22,6,27,25,4
22,7,21,31,4
22,8,17,32,7
22,9,12,36,8
22,10,8,32,16
22,11,5,33,18
22,12,5,30,21
22,13,4,30,22
22,14,1,31,24
22,15,1,28,27
22,16,1,24,31
22,17,1,23,32
22,18,0,21,35
22,19,0,21,35
22,20,0,17,39
22,21,0,13,43
22,22,0,11,45
22,23,0,9,47
22,24,0,9,47
22,25,0,9,47
22,26,0,9,47
22,27,0,8,48
22,28,0,7,49
22,29,0,7,49
22,30,0,6,50
22,31,0,5,51
22,32,0,4,52
22,33,0,4,52
22,34,0,4,52
22,35,0,2,54
22,36,0,1,55
22,37,0,1,55
22,38,0,1,55
22,39,0,1,55
22,40,0,1,55
22,41,0,1,55
22,42,0,1,55
22,43,0,1,55
22,44,0,1,55
22,45,0,1,55
22,46,0,0,56
22,47,0,0,56
22,48,0,0,56
22,49,0,0,56
22,50,0,0,56
22,51,0,0,56
22,52,0,0,56
22,53,0,0,56
